"Sample","K_bio1","K_bio2","K_bio3","K_bio4","K_bio5","K_bio6","K_bio7","K_bio8","K_bio9","K_bio10","K_bio11","K_bio12","K_bio13","K_bio14","K_bio15","K_bio16","K_bio17","K_bio18","K_bio19","P_bio1","P_bio2","P_bio3","P_bio4","P_bio5","P_bio6","P_bio7","P_bio8","P_bio9","P_bio10","P_bio11","P_bio12","P_bio13","P_bio14","P_bio15","P_bio16","P_bio17","P_bio18","P_bio19"
"165",1.02968805908923,0.78195170427772,0.420181700516933,0.643085242128433,0.936089896727555,0.914697319523403,0.775461770884951,1.00942761242888,0.909881771449741,1.00071979070751,0.937653540815677,1.13892380012799,1.08434627153087,0.962877698381672,0.560197388972052,1.07776774405931,0.980636975585112,1.09888411396036,0.97447414200502,0.001,0.001,0.03,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"166",0.988213786159166,0.689473092788136,0.399321534129444,0.571755174617992,0.858982843045071,0.870259775671216,0.693051564466143,0.951875878123472,0.856511428567358,0.948864077493332,0.884885508493363,1.01388267039747,0.988704276312717,0.862272106269191,0.519007756797818,0.975835567655508,0.875794566039207,0.983422222298377,0.884904038302008,0.001,0.001,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"167",0.924957270927592,0.71258422042164,0.375830329684038,0.52567716152297,0.85391671972399,0.797938097765669,0.676297219320942,0.933253292576909,0.778931472838525,0.922580048773429,0.806865159036068,0.940584505636694,0.932966153724195,0.784739018824094,0.468849816464011,0.914685969096043,0.797140744119516,0.973850509680023,0.780857816759399,0.001,0.001,0.024,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001
"168",1.05715723913731,0.847032197108758,0.476582175077636,0.651105214294573,0.95813546160622,0.916786891437925,0.793685022168499,1.04654060319014,0.917959501037173,1.03878601808592,0.949231475832333,1.25227480151632,1.23164063236148,1.04771675257905,0.650117413672019,1.22198611097166,1.06521046990522,1.21607467586149,1.06629534829277,0.001,0.001,0.017,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"169",1.06530855714615,0.737044677763607,0.44009676204156,0.629686472407433,0.922012820025166,0.925239664840662,0.73250150450726,1.01546195777351,0.938268626926942,1.00626227621469,0.971383894254921,1.24056618723392,1.15968799440725,1.06513772337507,0.549208792243261,1.14654970116235,1.08608083024268,1.22727895349491,1.04894205684679,0.001,0.001,0.016,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"170",1.0257792825709,0.726123202884171,0.404595726322087,0.577015514709883,0.920056215185008,0.87039075690184,0.708804513276396,1.00994151639576,0.869449807526655,1.00287550219079,0.902426985694813,1.15383394716633,1.10733876912669,0.956324240838609,0.543105667139709,1.10235333259108,0.974506836955666,1.11939436462842,0.974164529533877,0.001,0.001,0.011,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"171",0.721625350416688,0.540175368541216,0.308130546984586,0.42783502990373,0.664550937491752,0.634216599638535,0.537474249153548,0.726167508284405,0.619468471558921,0.723350040747641,0.641329152578651,0.784696267487094,0.76174778373607,0.645559105556201,0.391188462017329,0.758203942334607,0.659537261175859,0.754489471569806,0.665695866199721,0.001,0.001,0.021,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.007,0.001,0.001,0.001,0.001
"172",0.921184047993633,0.629133760511574,0.376868406610145,0.507970885218289,0.820362529920097,0.785448228153945,0.618742886383978,0.898702717165584,0.791737577110631,0.891594736443133,0.816696002087128,0.921132967302412,0.874972724063684,0.813604801222595,0.443314995860463,0.856315607312191,0.82526443150058,0.922959194048672,0.799082067827534,0.001,0.001,0.007,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"173",1.00601952667598,0.655685519531311,0.386753915674157,0.509732563155172,0.905705168571487,0.807602031273141,0.631935547516367,0.994058519212337,0.832065302626458,0.987531117919168,0.857826236943909,1.12151933363746,1.06397862035378,0.889607325319865,0.488287621199535,1.06712493240385,0.908674140897453,1.05187442451362,0.926024194561155,0.001,0.001,0.019,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"174",1.12954362034142,0.86268884744086,0.474109717250749,0.666414845678462,1.04163763975414,0.975985954085785,0.818975412250564,1.14327617989404,0.967351705467225,1.1310751815052,0.997026670397908,1.1073141086003,1.09724101248884,0.963047160889847,0.62091122478115,1.08129771018014,0.972648672612141,1.09603946510485,0.976901778739643,0.001,0.001,0.036,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"175",0.873264365410969,0.643073875781398,0.324740639782113,0.509734602556362,0.799146263073648,0.762260427181692,0.646249928423791,0.879940887442432,0.737197391464389,0.876724476965241,0.768292386423325,0.906742312023947,0.91660828238519,0.760695623658888,0.495345024736261,0.899765301212483,0.772427734071505,0.922903532772345,0.776363952818196,0.001,0.001,0.052,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"176",0.873203425219478,0.674117448689404,0.33820024537897,0.533351838077863,0.812164462798901,0.757180235606222,0.668134603155228,0.885670433356043,0.739298482171798,0.881389637510132,0.769127318563537,1.00039807197281,0.973050373099224,0.808436684082362,0.484706080644473,0.967613104300863,0.825478545252768,0.955845632694603,0.836133864159775,0.001,0.001,0.102,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"177",0.834935934620283,0.670583983312805,0.365414308238059,0.492693584730973,0.768152286104093,0.745051115319806,0.631056571676905,0.825006187045691,0.730278785309445,0.820943780890339,0.752551801474264,0.899928982379736,0.885225680030242,0.735619255426118,0.46698791289961,0.884011078271601,0.748585624568331,0.887366465541762,0.758138230736903,0.001,0.001,0.018,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"178",1.0030585108422,0.767719754086896,0.398976014877593,0.589131596939867,0.89377374680962,0.873033873670378,0.730575879625504,0.981718566023451,0.866095558899335,0.974980314124514,0.897502298676474,1.08996621907402,1.00702357609401,0.937406897596363,0.500604692001385,1.00369717874138,0.953462383788838,1.03789375212523,0.943911413110911,0.001,0.001,0.023,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001
"179",1.04919077923908,0.818627328767379,0.438448052059425,0.614668816896525,0.958551876539446,0.908981721638573,0.776542467692532,1.03896647996767,0.906405374498687,1.03243882120176,0.935434185561697,1.13067893194998,1.08291124862495,0.969720370131546,0.570041816936354,1.08054634953691,0.98325103908993,1.09259513620975,0.988707469267,0.001,0.001,0.01,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"180",1.01820385740781,0.718675685816114,0.357032807361937,0.537942224303843,0.853776498690891,0.881430728321299,0.696014957540571,0.974346315373674,0.85096372522003,0.973250095512665,0.888868723348009,1.16510890995815,1.11137989573405,0.935670791856776,0.486038801277166,1.1080213859578,0.953171211585434,1.10360883601367,0.959839643165438,0.001,0.001,0.067,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"181",1.13426569010687,0.852615855065373,0.478549870732135,0.663194362767301,1.00215103125537,0.997616810745299,0.811457120545048,1.10266075126729,0.992247714409798,1.09273356019569,1.02202323933888,1.16797708295412,1.12607846164888,1.01746322657046,0.6017736499297,1.11457375355217,1.02983264253496,1.15957645878329,1.01745318359144,0.001,0.001,0.014,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"182",0.959623512567178,0.733102238119402,0.399683584126421,0.585507295808291,0.838177506408365,0.854226951638877,0.723991059983201,0.933868513303404,0.835538827681031,0.928247234556846,0.867596905897163,1.07938268084632,1.06941784309615,0.895995266762785,0.551473971133193,1.05915897539872,0.910695332627745,1.07580073807297,0.912773981193354,0.001,0.001,0.023,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"183",0.913033506224835,0.744575560722466,0.388964108050402,0.639403524939505,0.829637673613734,0.836959840428455,0.768231071456022,0.906144374434188,0.805947877032648,0.895059297470597,0.841315413545258,1.07743088574296,0.999625292512646,0.924694251305506,0.485737290284036,0.987830283785235,0.946560045888769,1.05109154296254,0.910624796568093,0.001,0.001,0.009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"184",0.914433935572252,0.697700201579988,0.349092845950462,0.504944982512111,0.859800447947001,0.776184531300399,0.653693961613635,0.930747398960653,0.763860827333747,0.925572227010471,0.7900901649973,0.971320331144811,0.950735893738527,0.794061401209394,0.477103110905912,0.944174168246255,0.81040038315956,0.974765922181021,0.808687775384449,0.001,0.001,0.066,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"185",1.03369200900896,0.781273586490955,0.43328772778537,0.600896886037011,0.922198199564756,0.89059748931074,0.734287829458511,1.00309138517494,0.898608459750966,0.994519569226108,0.927766477784233,1.13575996330866,1.07209324118067,0.967563310763278,0.532989076857135,1.06217715497584,0.986451031052348,1.13276600359405,0.956402521058144,0.001,0.001,0.012,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"186",1.15533668343927,0.691440856460064,0.484754471328608,0.620744130626266,0.923968390039151,0.978221144520334,0.710817662676707,1.04616467337003,1.02294732706874,1.04950793704883,1.05576598843972,1.4728924017647,1.35856945565033,1.18798861639407,0.595350301667313,1.3688487703307,1.21687839400526,1.32003526201341,1.23294836196667,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"187",1.07136049875024,0.835946634142752,0.428919220743298,0.69396480909985,0.964196846719933,0.944067701723105,0.837970936393153,1.07797649385935,0.918711510120872,1.06531985738511,0.959824433520576,1.34552559701891,1.27073657840066,1.08472768892688,0.58325925805184,1.26263194048981,1.11671465436852,1.29582777175628,1.09927578458968,0.001,0.001,0.111,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.007,0.001,0.001,0.001,0.001
"188",1.01871401480558,0.737710432877562,0.377981863583615,0.598304162279969,0.879540857133682,0.904106982586587,0.743726226917609,0.964056696396025,0.89278254802768,0.96145700721998,0.926507337478256,1.21373043771978,1.14557328192945,0.990745147640158,0.518807659879717,1.14179554068491,1.0126676193347,1.14890054244389,1.01120744237591,0.001,0.001,0.016,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"189",0.970277191758443,0.751282667732881,0.45622798240362,0.57932625589607,0.89149768390739,0.831401115983157,0.708032303037674,0.941214865409623,0.852247354251129,0.942396750940293,0.873591306343801,1.11673641480783,1.09630293363681,0.903157922876764,0.569575304632526,1.10114185724084,0.916618798729008,1.06537386259736,0.943831463917752,0.001,0.001,0.009,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"190",1.07675572929339,0.829343281363909,0.458026196779608,0.69517286473413,0.972809647894363,0.963591154137506,0.837081424936927,1.05859121028247,0.951392031947893,1.05111132550312,0.98376256246816,1.19009729927905,1.14683716368379,1.02459536711782,0.614281809976119,1.13657999240995,1.03986727244634,1.17001619678178,1.03186583058957,0.001,0.001,0.021,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"191",0.908981003401599,0.756735889405224,0.340386121615954,0.549956129725747,0.854962226766744,0.802768276117621,0.712199535035851,0.934208239138905,0.773450432939909,0.920943741789564,0.805161872832742,1.04175701227211,0.968156754997021,0.868217174778186,0.457188610924411,0.956488310403019,0.891244077027019,1.03401973442382,0.851692260371548,0.001,0.001,0.104,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.013,0.001,0.001,0.001,0.001
"192",0.859122095264543,0.612349607973401,0.33531404055579,0.503559967308013,0.7715169553205,0.746707896774777,0.615513469150953,0.852684226776014,0.737767712627074,0.846074381196644,0.76292833843,0.967406050146962,0.938693319691359,0.792632306759088,0.472576178197477,0.928778785971797,0.815588704557022,0.947647505032527,0.810478119318662,0.001,0.001,0.0870000000000001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"193",1.04687017768473,0.788274087264659,0.45969141344509,0.659701642947621,0.940907703322075,0.925619392046325,0.790536395912683,1.0439158567828,0.920133749041429,1.03714633388996,0.946003376600788,1.06122361144723,1.09830939665227,0.921842404981731,0.659400910996142,1.0768106329759,0.931510157905991,1.0758284581764,0.943423399023764,0.001,0.001,0.008,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"194",1.02390896373664,0.8413009228424,0.440592252353737,0.65000200866456,0.929328153562043,0.94104584056961,0.820709456954382,0.999147293689648,0.911879931865263,0.998460568573256,0.939982494558828,1.22679659129087,1.19074797742005,1.00473668115482,0.598690227102017,1.19149514282437,1.02293411346685,1.18070978540188,1.02763819157493,0.001,0.001,0.032,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"195",0.953868253291733,0.734213757602507,0.38805574673529,0.545497229409199,0.848718342601865,0.827919498232971,0.68412394336037,0.928156655677543,0.8204206279077,0.922379146247746,0.850446737572528,1.0746214630416,1.0484451295607,0.893290150867564,0.527562236469763,1.03662810639212,0.909971845220473,1.08200571382802,0.900129673015485,0.001,0.001,0.019,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"196",1.11477178679874,0.823805744961081,0.458446290836746,0.640637892402004,0.937173100009975,0.981311484630704,0.793130596273741,1.06248721394047,0.977079620042648,1.05228597384204,1.01111855272762,1.39611519822283,1.32263074406273,1.1030345861551,0.600657608046762,1.33332616338441,1.12768078986003,1.33350680503028,1.12320467288001,0.001,0.001,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"197",0.944779804099643,0.735479350326224,0.409025101145045,0.62258613013362,0.84656054450491,0.85484398370463,0.74684557464185,0.926359345051773,0.837435619670409,0.921444288610404,0.868347039370701,1.13665131127197,1.10767575698194,0.941772603986648,0.580160160935332,1.10091780027954,0.962905484586612,1.12125460473796,0.960475525223075,0.001,0.001,0.031,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"198",1.1367565020371,0.872905105309589,0.467029816478264,0.645172768505931,1.02033503116644,0.973703881508044,0.813029858842435,1.12026760098469,0.977730077899294,1.10737153331345,1.01032601868307,1.28432100397585,1.20907431695175,1.06813470546342,0.587368190782586,1.20621674208816,1.08989174741399,1.25190715238185,1.0669987902872,0.001,0.001,0.022,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"199",0.918949976791846,0.669736192095145,0.377125176053202,0.512005299808239,0.817916301110679,0.777614814169207,0.635219710497077,0.899979544366499,0.784836811138475,0.895196266072564,0.811867918863375,1.06671800179335,1.04777681181795,0.847143253023162,0.506329845087201,1.04660311415492,0.865343472604183,1.04207859341468,0.873157005375549,0.001,0.001,0.017,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"200",1.08850392879191,0.814768951083757,0.423132647385347,0.665393595337736,0.993531779280844,0.953775525799704,0.820338470304992,1.09083164979615,0.932828224717956,1.07951842049196,0.968492031441119,1.21753464817449,1.19901570013253,0.991484234738151,0.596139647109151,1.18617839696428,1.01202184005824,1.2264208321823,1.00195704235971,0.001,0.001,0.038,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"201",0.955165829332187,0.685998847239747,0.372668756174844,0.582068172518723,0.829800646302596,0.842208452816669,0.696691190246092,0.9323169581611,0.830184023931423,0.927824645738897,0.862475114380792,1.07451083887185,1.02559168241539,0.903719621625272,0.515171920209853,1.02095154763721,0.921022871016211,0.999404019050889,0.940062551072994,0.001,0.001,0.01,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"202",0.961784927457375,0.695851432728549,0.407376596624513,0.570926558273302,0.813786928821163,0.854219695882053,0.688441237365869,0.902926956548504,0.854661616866947,0.905716236304477,0.884345179194377,1.23563985149264,1.16330677388008,0.969336142696713,0.540967651547365,1.17569680425706,0.995591634861179,1.15043869003928,1.00754965262534,0.001,0.001,0.014,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"203",0.925325925533865,0.739352337809673,0.345292669856774,0.50937663672605,0.860957313907123,0.782166838868741,0.672107328098278,0.947261653652382,0.761352563290133,0.935228177844996,0.792198449572941,0.986451739625757,0.977848651866997,0.808351588865816,0.478408552821161,0.95950222736615,0.824781390714669,1.04858135532774,0.798216485640367,0.001,0.001,0.0830000000000001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.001,0.001,0.001
"204",0.874925132550464,0.642769911838784,0.385210547049245,0.552935360811161,0.758752387263481,0.782476610519816,0.65206823385828,0.846854745503826,0.776758825691859,0.834320922716207,0.803648002077633,0.909480051397859,0.870458218980501,0.831579846965458,0.453539943538635,0.843969116942293,0.84478851472259,0.939211134058672,0.804040417149158,0.001,0.001,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"205",0.99382613284156,0.711098934859076,0.405237306576493,0.581256025235607,0.8878623962216,0.845395127552819,0.698592656107676,0.984547696161224,0.84702043087362,0.973584214839107,0.880952144522839,1.18583113123536,1.09253861793723,0.985803256496818,0.504202056756352,1.0849510982485,1.01212632436059,1.15494854957752,0.977626266742755,0.001,0.001,0.013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"206",1.08473698183166,0.797322456401276,0.470448540672933,0.619248939819755,0.958747450143703,0.927628467098422,0.746974960687505,1.05232464313245,0.942027863764243,1.04592950071269,0.970584542368357,1.23930041212667,1.19975163116623,1.02772266983003,0.61090481492083,1.19661441145985,1.04615780954724,1.20388479917677,1.04843206550035,0.001,0.001,0.015,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"207",0.904272736655635,0.682323781211336,0.340378714768421,0.483038360149195,0.830304763368304,0.764031336462202,0.630028296806058,0.913541615419071,0.756097036768989,0.904577584289866,0.784431518566504,0.992218626675359,0.931656325454056,0.818685636717156,0.442229161626839,0.928499987518793,0.835210515814431,0.962842970328163,0.821441526701593,0.001,0.001,0.044,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001
"208",0.939890353331503,0.683173560076927,0.431380565714619,0.570711984715786,0.810267558557097,0.834852912277349,0.681262952307139,0.893059016614585,0.836472177435859,0.885750568429722,0.862853588313347,1.03867087164529,1.02266558534352,0.884088732962525,0.533182612609778,1.00491981494853,0.899373405804217,1.06113291629866,0.880504135752079,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"209",0.921631445681533,0.773647261516558,0.416510434932659,0.601485305430137,0.901262371489672,0.824498383549019,0.754062780993777,0.936875344739389,0.808658396684377,0.932126831569344,0.830856856477541,0.972041624604691,0.970818044112709,0.815954975991397,0.544389706478638,0.96063859924847,0.829652450195013,0.966784116637587,0.842067755875416,0.001,0.001,0.021,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
"210",0.972144327545383,0.707258848857918,0.370271593575814,0.54644007734057,0.907624292127165,0.818377466390137,0.687602249473713,0.980244419987639,0.820689763993625,0.978398320141503,0.845186304638954,0.990280048817736,1.00344108214764,0.810834070263586,0.536255847979666,0.992691992664732,0.822711072237476,0.985328445387807,0.844400270163805,0.001,0.001,0.065,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"211",1.04552050624911,0.761281066874534,0.458734820371005,0.653367879226094,0.925180306866389,0.928962981258868,0.775384523450943,1.01930539610867,0.91924528957666,1.01027427029475,0.950613415299273,1.19367023765694,1.13908320482849,1.0097312584206,0.588810332020901,1.13215539850543,1.0308531411987,1.17097780456101,1.01448012313417,0.001,0.001,0.004,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"212",0.903883306001013,0.665374505674449,0.358307902359241,0.512892603809204,0.805253372404014,0.760411106478983,0.637178076599949,0.894503745213682,0.765286108812911,0.886079254405175,0.793620851577104,1.0853926277652,1.01347685660727,0.881497690689555,0.472881013822155,1.01327978629302,0.903243353413819,1.03533733520673,0.892085765725351,0.001,0.001,0.046,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.004,0.001,0.001,0.001,0.001
"213",0.98735941350369,0.712080703724317,0.479634295459431,0.624135815078843,0.86763194246571,0.886472499658474,0.722553305163629,0.946294093287368,0.893649658307571,0.94064553588433,0.916665786337046,1.03817231544313,1.01508828403856,0.906392023105206,0.574642368612273,1.00592164366855,0.918036101764176,1.02484689708163,0.918157720083378,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"214",1.03133812330727,0.810593831869889,0.398362670870177,0.566118358054578,0.899713895840965,0.871384710499505,0.737790003505414,1.0002989711671,0.870643843850509,0.990707261789034,0.907338579432212,1.39233926719272,1.27895476520235,1.08734851135375,0.523925140590356,1.29173141454451,1.11542246348411,1.32921130289213,1.09269388577921,0.001,0.001,0.028,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.005,0.001,0.001,0.001,0.001
"215",0.982325014909924,0.732505360384746,0.421844068650259,0.583628257088069,0.914457544900353,0.8637934343085,0.722116535386667,0.98220683879624,0.855854741282533,0.973628798200149,0.878050369798814,1.00807130025184,1.02310438593244,0.852531564479845,0.569269463508124,1.00644972228643,0.863586825778513,1.0390775258917,0.862025824832703,0.001,0.001,0.006,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"216",1.02984700236605,0.73226050992687,0.452856916548914,0.591908795939896,0.907614518543492,0.881705749968411,0.709386507324697,1.01142027019952,0.890751764258967,1.00229009712039,0.916968752011778,1.04550671725957,1.01886904118733,0.92389043642909,0.561651773281097,1.00297798596181,0.934701547328489,1.02337748524696,0.937916943506214,0.001,0.001,0.009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"217",0.934770485253521,0.780380108137072,0.414032453941866,0.60882898065002,0.900101312462014,0.829617739775106,0.765052296679607,0.965037204690669,0.799058733343651,0.958391904933558,0.828500816217424,1.01221766205377,1.05259906075502,0.829496076004489,0.589510024482009,1.03085225689924,0.845449400357039,1.07007999622724,0.843231674312349,0.001,0.001,0.04,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"218",0.988221221179034,0.682325218484496,0.423244556874887,0.558763344677997,0.819498671598231,0.866389077554254,0.678983905824317,0.920992298062203,0.86856499203421,0.913354875227261,0.899989318526363,1.15302205945178,1.08130405454138,0.95625070736502,0.499774995408702,1.07940185911845,0.975314707018192,1.09237197495796,0.971069383731473,0.001,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"219",1.03377860545994,0.796381878051093,0.453369764793987,0.610555768069228,0.942996026446037,0.897340093928773,0.757942579727573,1.02865338926068,0.894002251774412,1.0232018419277,0.922102204519044,1.12845439025533,1.13984527480016,0.94141499524548,0.628328238326342,1.12593900260411,0.954104121094343,1.11009982045241,0.97472926869311,0.001,0.001,0.018,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"220",0.998752027729891,0.770692838546283,0.412556138275177,0.554641511557089,0.940742674490845,0.843325735873093,0.711486766018899,1.01589443581124,0.842373359705823,1.00669349168547,0.866284564349224,1.03217429249843,1.02623394243404,0.843366568863165,0.521491830556675,1.01533560230563,0.857191587002671,1.06703029489854,0.845266908944928,0.001,0.001,0.058,0.003,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.006,0.001,0.001,0.001,0.001
"221",0.940520608872815,0.641894417869102,0.391916147141938,0.515520143742129,0.868512985319847,0.799562286213843,0.629396866577011,0.925062895690903,0.810053554748955,0.921573551083057,0.830325555847203,0.892196034965972,0.89480797863606,0.779190711770734,0.50771648910622,0.879808752869255,0.784799197255145,0.911499725668404,0.786441676664088,0.001,0.001,0.009,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
"222",0.941437337419132,0.714849468393218,0.379559033699677,0.525374814986718,0.87254560441057,0.796866556132988,0.669957888845618,0.956808250304794,0.791667234905029,0.946904112140963,0.818299040354393,0.988020497464806,0.989981928862971,0.815338310223824,0.517128790342256,0.975920348995275,0.829123669489155,0.993579886892472,0.833410778430604,0.001,0.001,0.064,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.001,0.001,0.001,0.001
"223",0.989761891598608,0.854521146710419,0.454290820186943,0.64218080794297,0.942806770114656,0.877325755454949,0.816293333702511,1.00090506421739,0.85509984906166,0.995143925441366,0.886443273009393,1.13197456502293,1.10436300184874,0.956573956715319,0.585871455410288,1.09827143449608,0.970316146297513,1.10080467222473,0.974288839612192,0.001,0.001,0.018,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.001
